Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Ford EcoSport 1.5 Petrol Titanium Plus AT,2017,9.99,13.23,14000,Petrol,Dealer,Automatic,0
Maruti S-Cross Zeta DDiS 200 SH,2016,7.94,13.26,74611,Diesel,Dealer,Manual,0
Maruti Ertiga ZDI Plus,2016,9.9,13.33,42000,Diesel,Dealer,Manual,0
Honda City i-DTEC SV,2015,8,13.33,82000,Diesel,Dealer,Manual,0
Honda City i-VTEC CVT V,2019,11.66,13.40,22321,Petrol,Dealer,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Plus,2019,11.5,13.49,12645,Petrol,Dealer,Automatic,0
Honda BRV i-VTEC V MT,2016,8,13.58,9200,Petrol,Dealer,Manual,0
Mahindra E Verito D4,2016,13,13.58,50000,Electric,Dealer,Automatic,0
Hyundai Verna VTVT 1.6 SX Option,2013,5.25,13.59,57478,Petrol,Dealer,Manual,1
Hyundai Verna VTVT 1.6 SX Option,2016,7.97,13.60,52378,Petrol,Dealer,Manual,0
Hyundai Verna VTVT 1.6 SX Option,2019,11.88,13.60,12336,Petrol,Dealer,Manual,0
Skoda Rapid 1.6 MPI AT Ambition,2017,8.11,13.70,32000,Petrol,Dealer,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Plus,2012,4.25,13.70,75059,Petrol,Dealer,Automatic,0
Skoda Rapid 1.5 TDI Ambition,2012,4.1,13.72,54500,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX,2016,10.9,13.74,21000,Petrol,Dealer,Manual,0
Honda City i-VTEC VX,2017,11.15,13.76,7500,Petrol,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX,2008,2.6,14.07,143275,Diesel,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX,2008,2.5,14.07,96578,Diesel,Dealer,Manual,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,12.41,14.10,18385,Petrol,Dealer,Automatic,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,10.44,14.10,27852,Petrol,Dealer,Automatic,0
Renault Duster 110PS Diesel RxZ AMT,2016,8.9,14.11,68163,Diesel,Dealer,Automatic,0
Volkswagen Vento 1.5 TDI Highline,2016,8.45,14.20,34000,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline,2017,10,14.20,28000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5 TDI Ambition,2018,11.92,14.22,5833,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX,2016,9.7,14.23,69000,Petrol,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline,2011,2.9,14.32,121311,Diesel,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX Option,2018,10.95,14.44,10250,Diesel,Dealer,Manual,0
Honda BRV i-VTEC V CVT,2017,9.48,14.65,35676,Petrol,Dealer,Automatic,0
Honda City i-VTEC CVT VX,2017,7.7,14.67,35000,Petrol,Dealer,Automatic,0
Nissan Terrano XL D Option,2013,5.8,14.72,65280,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX,2018,13.2,14.72,9900,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 SX,2016,8,14.84,69434,Petrol,Dealer,Manual,0
Renault Duster 110PS Diesel RxZ,2014,8.25,15.01,70000,Diesel,Dealer,Manual,0
Honda BRV i-VTEC V CVT,2017,9.25,15.02,18000,Petrol,Dealer,Automatic,0
Honda BRV i-VTEC V CVT,2017,9.5,15.02,17000,Petrol,Dealer,Automatic,0
Honda BRV i-VTEC V CVT,2017,9.5,15.02,16503,Petrol,Dealer,Automatic,0
Renault Duster 110PS Diesel RxZ AMT,2017,11.44,15.05,30090,Diesel,Dealer,Automatic,0
Renault Duster 110PS Diesel RxZ AMT,2016,11.5,15.05,45000,Diesel,Dealer,Automatic,0
Renault Duster 110PS Diesel RxZ AMT,2017,12.46,15.05,42646,Diesel,Dealer,Automatic,0
Renault Duster 110PS Diesel RxZ AMT,2017,11.86,15.05,34686,Diesel,Dealer,Automatic,0
Nissan Terrano XL D Option,2014,5.65,15.06,51000,Diesel,Dealer,Manual,0
Nissan Terrano XL D Option,2015,6.25,15.06,58817,Diesel,Dealer,Manual,0
Hyundai Verna VTVT 1.6 AT SX Option,2015,7.2,15.14,40600,Petrol,Dealer,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Option,2018,12.85,15.14,8000,Petrol,Dealer,Automatic,0
Honda City i-VTEC CVT VX,2018,12.5,15.17,4500,Petrol,Dealer,Automatic,0
Honda City i-VTEC CVT VX,2015,8.65,15.29,30000,Petrol,Dealer,Automatic,0
Honda City i-VTEC CVT VX,2017,11.6,15.29,17000,Petrol,Dealer,Automatic,0
Honda City i-VTEC CVT VX,2015,8.95,15.29,19000,Petrol,Dealer,Automatic,0
Skoda Rapid 1.5 TDI AT Style,2017,10.5,15.34,31300,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 SX,2018,11.78,15.36,17665,Petrol,Dealer,Manual,0
Skoda Rapid 1.5 TDI Style,2017,10.5,15.38,31000,Diesel,Dealer,Manual,0
Honda BR-V i-DTEC VX MT,2017,10.79,15.45,32249,Diesel,Dealer,Manual,0
Honda City i-VTEC CVT VX,2018,11.97,15.55,22974,Petrol,Dealer,Automatic,0
Hyundai Verna CRDi 1.6 SX Option,2014,6.01,15.57,89614,Diesel,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX Option,2013,5.5,15.57,79225,Diesel,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX Option,2008,2.9,15.59,109606,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline AT,2016,10.3,15.68,45492,Diesel,Dealer,Automatic,0
Volkswagen Vento 1.5 TDI Highline AT,2016,10,15.68,19000,Diesel,Dealer,Automatic,0
Hyundai Verna CRDi 1.6 AT SX Option,2013,5.9,15.72,87000,Diesel,Dealer,Automatic,0
Hyundai Verna CRDi 1.6 SX Option,2017,11.5,15.72,50000,Diesel,Dealer,Manual,0
Volkswagen Vento 1.5 TDI Highline AT,2016,9.45,15.86,25000,Diesel,Dealer,Automatic,0
Volkswagen Vento 1.5 TDI Highline AT,2016,8.95,15.86,25500,Diesel,Dealer,Automatic,0
Volkswagen Vento 1.5 TDI Highline AT,2017,9.6,15.86,33550,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6 SX Option,2017,11.31,15.86,47183,Petrol,Dealer,Manual,1
Renault Duster 110PS Diesel RxZ AWD,2012,6.75,15.94,80000,Diesel,Dealer,Manual,0
Honda City i-VTEC CVT VX,2015,10.65,16.04,18955,Petrol,Dealer,Automatic,0
Hyundai Creta 1.6 SX Option,2016,11,16.06,24347,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 SX Option,2018,12.13,16.06,53322,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 SX Option,2016,10.25,16.36,29477,Petrol,Dealer,Manual,0
Mahindra XUV500 W7,2018,13,16.40,9000,Diesel,Dealer,Manual,0
Hyundai Verna CRDi 1.6 AT SX Plus,2012,5.25,16.60,79000,Diesel,Dealer,Automatic,0
Nissan Terrano XV D Pre,2015,6.92,16.65,56066,Diesel,Dealer,Manual,0
Honda City i-VTEC CVT ZX,2017,12.69,16.67,15000,Petrol,Dealer,Automatic,0
Honda City i-DTEC ZX,2017,12,16.84,42000,Diesel,Dealer,Manual,0
Tata Safari Storme VX Varicor 400,2017,11.25,16.95,37000,Diesel,Dealer,Manual,0
Honda City i-DTEC ZX,2017,12.9,16.95,46000,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX Automatic Diesel,2018,11.25,17.00,14000,Diesel,Dealer,Automatic,0
Nissan Terrano XV D Pre,2013,5.45,17.21,60000,Diesel,Dealer,Manual,1
Honda City i-VTEC CVT ZX,2018,14.21,17.38,20300,Petrol,Individual,Automatic,0
Hyundai Creta 1.6 SX Option Executive,2018,13.25,17.70,44383,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 SX Automatic Diesel,2016,12.5,18.35,55000,Diesel,Dealer,Automatic,0
Jeep Compass 2.0 Sport,2017,15,18.45,27000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.7 GX MT,2012,10.95,18.64,70704,Petrol,Dealer,Manual,0
Hyundai Creta 1.6 SX Option Diesel,2017,11.45,19.18,101065,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX Option Diesel,2016,10.8,19.18,93000,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX Option Diesel,2019,16.27,19.18,24864,Diesel,Dealer,Manual,0
Hyundai Creta 1.6 SX Option Diesel,2016,13.82,19.18,47392,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.8 GX AT,2016,17,19.21,100200,Diesel,Dealer,Automatic,0
Toyota Corolla Altis 1.4 DG,2012,6.5,19.27,52000,Diesel,Individual,Manual,0
Toyota Corolla Altis 1.4 DG,2013,7.12,19.27,63854,Diesel,Dealer,Manual,0
Toyota Corolla Altis 1.4 DG,2012,6.5,19.27,52100,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 GX MT 8S,2017,16.5,19.34,22000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 GX MT,2017,16.5,19.37,67489,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 GX MT,2016,16.5,19.37,73000,Diesel,Dealer,Manual,0
Toyota Corolla Altis 1.8 G,2010,4.5,19.39,93000,Petrol,Dealer,Manual,0
Toyota Innova Crysta 2.4 GX MT 8S,2017,17.5,19.43,52000,Diesel,Dealer,Manual,0
Tata Hexa XT,2017,12,19.86,55000,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Sport,2017,16.9,19.91,37000,Diesel,Dealer,Manual,0
Land Rover Range Rover 3.0 Diesel LWB Vogue,2017,160,2.3 Cr,25000,Diesel,Dealer,Automatic,0
Toyota Corolla Altis 1.8 G CVT,2010,4,20.46,109703,Petrol,Dealer,Automatic,1
Toyota Corolla Altis 1.8 G,2016,11.5,20.48,16471,Petrol,Dealer,Manual,1
Toyota Innova Crysta 2.8 GX AT,2019,19.64,20.74,14165,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 GX AT,2019,19.65,20.74,10601,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 GX AT,2019,19.4,20.74,14076,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 GX AT,2017,18.36,20.74,20789,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.8 GX AT 8S,2017,18.25,20.80,18000,Diesel,Individual,Automatic,0
Tata Hexa XT,2017,14.25,20.87,39800,Diesel,Dealer,Manual,0
Hyundai Elantra 1.6 SX,2013,7.5,20.87,170000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.8 GX AT,2018,18,20.97,20300,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 GX AT 8S,2016,17.5,21.00,36000,Diesel,Dealer,Automatic,0
Tata Hexa XTA,2016,13.5,21.00,39000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 GX AT 8S,2016,16.45,21.10,40000,Diesel,Dealer,Automatic,0
Mahindra XUV500 W9 AT,2019,17.63,21.33,19654,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.4 VX MT,2017,16.95,21.36,31000,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Longitude,2018,17.02,21.38,28937,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Longitude,2018,17.55,21.38,26101,Diesel,Dealer,Manual,0
Toyota Corolla Altis 1.8 GL,2012,6.22,21.69,83184,Petrol,Dealer,Manual,0
Jeep Compass 2.0 Longitude,2018,19.46,21.72,42203,Diesel,Dealer,Manual,0
Hyundai Elantra 2.0 SX Option AT,2017,16.35,21.77,9500,Petrol,Dealer,Automatic,0
Hyundai Elantra 2.0 SX Option AT,2016,13.9,21.77,28000,Petrol,Dealer,Automatic,0
Toyota Corolla Altis 1.8 VL CVT,2018,16.95,22.37,5000,Petrol,Dealer,Automatic,0
Hyundai Elantra 1.6 SX Option AT,2014,8.9,22.43,49000,Diesel,Dealer,Automatic,0
Jeep Compass 2.0 Longitude,2018,19.05,22.46,33218,Diesel,Dealer,Manual,0
Toyota Corolla Altis 1.8 GL,2009,4.95,22.66,32000,Petrol,Dealer,Manual,1
Tata Hexa XTA,2019,17.85,22.74,14233,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.4 VX MT,2018,19.92,22.86,8899,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT,2017,20.4,22.87,24393,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT,2017,16.5,22.87,67000,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Limited,2018,19,22.95,29000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT,2016,17.11,23.06,25121,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT,2017,17.65,23.06,38000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2016,16.5,23.14,54000,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Limited Option 4X4,2017,17.5,23.19,15050,Diesel,Dealer,Manual,0
Toyota Corolla Altis 1.8 VL CVT,2017,18,23.25,21000,Petrol,Dealer,Automatic,0
Toyota Corolla Altis 1.8 VL CVT,2018,17.49,23.25,28321,Petrol,Dealer,Automatic,0
Toyota Corolla Altis 1.8 GL,2015,10.77,23.37,53920,Petrol,Dealer,Manual,0
Hyundai Elantra 2.0 SX Option AT,2014,8.85,23.64,46374,Petrol,Individual,Automatic,0
Hyundai Elantra 2.0 SX Option AT,2015,9.69,23.64,58239,Petrol,Dealer,Automatic,0
Jeep Compass 1.4 Limited Option,2017,17.75,23.68,4000,Petrol,Dealer,Automatic,0
Jeep Compass 2.0 Limited,2018,18.5,23.89,16039,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT,2019,22.2,23.94,33598,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT 8S,2019,22.55,24.01,11241,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT 8S,2017,17.92,24.01,72202,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 VX MT 8S,2019,21.42,24.01,31271,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Limited Option Black,2017,17.45,24.02,7000,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Limited 4X4,2017,20,24.26,52000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2016,18,24.63,42388,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2016,15.49,24.82,66618,Diesel,Dealer,Automatic,0
Toyota Corolla Altis 1.8 VL CVT,2016,11.99,25.27,82725,Petrol,Dealer,Automatic,0
Toyota Innova Crysta 2.4 ZX MT,2016,20.25,25.40,48000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2017,18.65,25.52,43000,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2017,18.6,25.52,43200,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Limited Option 4X4,2017,20,25.54,45000,Diesel,Dealer,Manual,0
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,2016,17.75,25.75,13000,Petrol,Dealer,Automatic,0
Toyota Innova Crysta 2.4 ZX MT,2017,18.75,26.45,64798,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.4 ZX MT,2018,18.39,26.45,92056,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2017,19.97,26.55,26023,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.6,26.55,42000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.75,26.56,69000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2017,22.99,26.56,35358,Diesel,Dealer,Automatic,0
Jeep Compass 2.0 Limited 4X4,2018,21.69,26.95,48188,Diesel,Dealer,Manual,0
Jeep Compass 2.0 Limited 4X4,2019,23.91,26.95,6261,Diesel,Dealer,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2016,19.5,26.95,80000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2017,19.25,27.00,30000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2018,19.92,27.00,41736,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2016,19,27.07,50296,Diesel,Dealer,Automatic,1
Toyota Innova Crysta 2.8 ZX AT,2019,24.82,28.05,40674,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2016,20.5,28.05,108000,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2017,20.14,28.05,65367,Diesel,Dealer,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2017,20.5,28.05,53841,Diesel,Dealer,Automatic,0
Skoda Octavia RS,2005,2.05,28.37,100000,Petrol,Dealer,Automatic,0
Maruti Alto K10 LXI,2014,2.93,3.91,51349,Petrol,Dealer,Manual,0
Maruti Alto K10 LXI,2016,3,3.91,35027,Petrol,Dealer,Manual,0
Renault KWID RXL,2017,3.46,3.95,24214,Petrol,Dealer,Manual,1
Renault KWID RXL,2016,2.55,3.96,26000,Petrol,Dealer,Manual,0
Datsun redi-GO T,2016,2.25,3.98,15000,Petrol,Dealer,Manual,0
Skoda Superb Style 1.8 TSI AT,2016,16.81,30.19,54253,Petrol,Dealer,Automatic,0
Mitsubishi Pajero Sport 4X4,2014,15,32.01,110000,Diesel,Dealer,Manual,0
Toyota Fortuner 2.8 2WD MT,2015,18.9,32.45,65012,Diesel,Dealer,Manual,0
Skoda Superb Style 1.8 TSI AT,2013,7.25,32.54,80000,Petrol,Dealer,Automatic,1
Mitsubishi Pajero Sport 4X4,2013,12.75,33.09,59000,Diesel,Dealer,Manual,0
Mitsubishi Pajero Sport 4X4,2014,11.85,33.21,70000,Diesel,Dealer,Manual,1
Skoda Superb Style 1.8 TSI AT,2010,3.75,33.36,62004,Petrol,Dealer,Automatic,1
Skoda Superb Style 1.8 TSI AT,2016,20.75,33.36,14500,Petrol,Dealer,Automatic,0
Skoda Superb Style 1.8 TSI AT,2016,17.85,33.36,53000,Petrol,Dealer,Automatic,0
Skoda Superb Style 1.8 TSI AT,2017,17.08,33.36,73641,Petrol,Dealer,Automatic,0
Honda CR-V Petrol 2WD,2004,3,33.51,135000,Petrol,Dealer,Automatic,2
Skoda Superb Style 1.8 TSI AT,2017,26,33.58,26000,Petrol,Dealer,Automatic,0
Isuzu MUX 4WD,2017,20,33.68,34429,Diesel,Dealer,Automatic,0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,28,33.91,12000,Diesel,Dealer,Automatic,0
Toyota Fortuner 2.8 2WD AT,2017,30,34.45,15000,Diesel,Dealer,Automatic,0
Toyota Fortuner 2.8 2WD AT,2016,22.5,34.45,88008,Diesel,Dealer,Automatic,1
Toyota Fortuner 2.8 2WD AT,2019,30.85,34.45,28069,Diesel,Dealer,Automatic,0
Mitsubishi Pajero Sport 4X4,2013,12.49,34.60,132000,Diesel,Dealer,Manual,0
Mitsubishi Pajero Sport 4X4,2015,16.42,34.60,53497,Diesel,Dealer,Manual,0
Mercedes-Benz A Class A180 Sport,2016,17.25,34.63,17000,Petrol,Dealer,Automatic,0
Mini Cooper 3 DOOR D,2015,24.77,34.89,27641,Diesel,Dealer,Automatic,1
Mini Cooper 3 DOOR D,2016,23.5,35.00,20000,Diesel,Dealer,Automatic,0
Mini Cooper 3 DOOR D,2016,23.8,35.00,32298,Diesel,Dealer,Automatic,0
Ford Endeavour Titanium 4X2,2019,27.36,35.29,14648,Diesel,Dealer,Manual,0
Skoda Superb L&K 1.8 TSI AT,2019,27.3,36.15,13747,Petrol,Dealer,Automatic,0
Volkswagen Tiguan 2.0 TDI Highline,2017,24.9,36.45,50510,Diesel,Dealer,Automatic,0
Toyota Fortuner 2.8 4WD MT,2013,13.28,36.69,105072,Diesel,Dealer,Manual,0
Toyota Fortuner 2.8 4WD MT,2011,10.64,36.69,169006,Diesel,Dealer,Manual,0
Skoda Superb Style 2.0 TDI AT,2015,15.5,36.94,19000,Diesel,Dealer,Automatic,0
Skoda Superb Style 2.0 TDI AT,2017,22.99,36.94,42000,Diesel,Dealer,Automatic,0
Toyota Fortuner 2.8 2WD MT,2019,35.82,37.17,56251,Diesel,Dealer,Manual,0
Toyota Fortuner 2.8 2WD MT,2017,28.85,37.17,72668,Diesel,Dealer,Manual,0
Toyota Fortuner 2.8 2WD AT,2017,30,37.38,40000,Diesel,Dealer,Automatic,0
Toyota Fortuner 2.8 2WD AT,2019,33.13,37.38,21719,Diesel,Dealer,Automatic,0
Toyota Fortuner 2.8 4WD MT,2010,10.75,37.46,140000,Diesel,Dealer,Manual,0
Toyota Fortuner 2.8 4WD MT,2010,13.7,37.51,110000,Diesel,Dealer,Manual,0
Volvo V40 D3 R Design,2015,24,37.90,38000,Diesel,Dealer,Automatic,1
Toyota Fortuner 2.8 2WD AT,2017,31,38.11,29000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLA Class 200 d Style,2016,24.46,38.72,26212,Diesel,Dealer,Automatic,0
Mercedes-Benz GLA Class 200 Sport,2018,26.76,39.22,17773,Petrol,Dealer,Automatic,0
Mini Cooper 3 DOOR S,2016,28.95,39.27,21110,Petrol,Dealer,Automatic,0
Mini Cooper 3 DOOR S,2013,21.5,39.57,21000,Petrol,Dealer,Automatic,0
Toyota Fortuner 2.8 4WD MT,2015,23,39.60,150386,Diesel,Dealer,Manual,0
Datsun redi-GO T Option,2017,3.31,4.04,27509,Petrol,Dealer,Manual,0
Renault KWID RXL,2019,3.8,4.04,7858,Petrol,Dealer,Manual,0
Datsun redi-GO T Option,2018,3.48,4.05,30953,Petrol,Dealer,Manual,0
Datsun redi-GO T Option,2018,3.6,4.05,6279,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2018,3.63,4.09,46805,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2015,3.46,4.09,23876,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2015,3.69,4.09,37929,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2016,3.2,4.24,51264,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2016,3,4.24,35000,Petrol,Dealer,Manual,0
Maruti Alto K10 LXI,2014,2.3,4.29,49000,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2018,3.6,4.33,2100,Petrol,Dealer,Manual,0
Maruti Alto K10 LXI Optional,2016,3,4.36,7000,Petrol,Dealer,Manual,0
Datsun redi-GO T Option,2016,2.66,4.37,20487,Petrol,Dealer,Manual,0
Datsun redi-GO S,2016,2.75,4.43,26239,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2016,2.2,4.43,126000,Petrol,Dealer,Manual,0
Renault KWID RXL,2018,3.4,4.45,1000,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2017,3.75,4.48,30000,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2014,2.1,4.48,17000,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2011,2.15,4.50,28300,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2014,2.6,4.53,88500,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2016,3.5,4.53,10000,Petrol,Dealer,Manual,0
Hyundai Santro D Lite,2001,0.7,4.55,140000,Petrol,Dealer,Manual,2
Maruti Wagon R LXI,2012,2.74,4.59,45631,Petrol,Dealer,Manual,1
Maruti Wagon R LXI,2014,3.01,4.59,52431,Petrol,Dealer,Manual,0
Renault KWID 1.0 RXT Optional,2018,4.5,4.61,18335,Petrol,Dealer,Manual,0
Maruti Alto K10 LXI CNG Optional,2018,4,4.66,44202,CNG,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2011,2.25,4.69,45000,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2011,2.75,4.70,64357,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2011,3.22,4.70,48624,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2011,3.19,4.70,46808,Petrol,Dealer,Manual,1
Maruti Eeco 7 Seater Standard,2014,2.9,4.71,34669,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2014,2.9,4.71,34670,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,2012,3.3,4.74,30000,Petrol,Dealer,Manual,0
Maruti Wagon R LXI,2010,2.75,4.74,21002,Petrol,Dealer,Manual,0
Renault KWID 1.0 RXT Optional,2017,3.25,4.78,63262,Petrol,Dealer,Manual,0
Renault KWID RXT Optional,2016,2.99,4.78,16000,Petrol,Dealer,Manual,0
Renault KWID 1.0 RXT Optional,2016,3,4.78,26000,Petrol,Dealer,Manual,0
Renault KWID RXT Optional,2019,5.09,4.78,6568,Petrol,Dealer,Manual,0
Renault KWID RXT Optional,2017,3.7,4.78,21954,Petrol,Dealer,Manual,0
Renault KWID RXT Optional,2018,4.29,4.78,1617,Petrol,Dealer,Manual,0
Renault KWID RXT Optional,2018,4.45,4.80,1900,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2016,3.15,4.82,13198,Petrol,Dealer,Manual,0
Maruti Alto K10 VXI,2017,3.25,4.82,12000,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2015,2.95,4.83,90413,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2016,3.75,4.87,55000,Petrol,Dealer,Manual,0
Maruti Celerio LXI MT,2018,3.75,4.87,30000,Petrol,Dealer,Manual,0
Renault KWID RXT Optional,2018,3.5,4.90,5000,Petrol,Dealer,Manual,0
Renault KWID 1.0 RXT Optional AMT,2017,4.41,4.93,53105,Petrol,Dealer,Automatic,0
Maruti Eeco 7 Seater Standard,2012,3.61,4.98,56661,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2017,4.74,4.98,28371,Petrol,Dealer,Manual,0
Renault KWID Climber 1.0 MT,2017,4.25,4.98,15000,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2013,3.75,4.98,54885,Petrol,Dealer,Manual,0
Maruti Eeco 7 Seater Standard,2016,4.3,4.98,42225,Petrol,Dealer,Manual,0
Toyota Camry Hybrid 2.5,2017,26.11,40.62,23249,Petrol,Dealer,Automatic,0
Skoda Superb L&K 2.0 TDI AT,2017,25.75,40.73,35000,Diesel,Dealer,Automatic,0
Mercedes-Benz CLA 200 CGI Sport,2016,24.5,41.02,40000,Petrol,Dealer,Automatic,0
Mercedes-Benz GLA Class 200 d Sport,2017,23.5,41.94,35000,Diesel,Dealer,Automatic,0
Mercedes-Benz GLA Class 200 d Sport,2018,28.9,41.94,10000,Diesel,Dealer,Automatic,0
Mini Cooper 5 DOOR D,2019,31.55,41.98,14857,Diesel,Dealer,Automatic,0
Mini Cooper 5 DOOR D,2016,29.5,42.12,11000,Diesel,Individual,Automatic,0
Mini Cooper 5 DOOR D,2014,22,42.12,34000,Diesel,Dealer,Automatic,0
Mercedes-Benz CLA 200 CDI Sport,2017,27,42.40,39000,Diesel,Dealer,Automatic,0
Mini Cooper 5 DOOR D,2014,23.5,42.48,60000,Diesel,Dealer,Automatic,1
Mini Cooper 5 DOOR D,2017,34,42.48,2000,Diesel,Dealer,Automatic,0
Audi A3 35 TDI Premium Plus,2016,18.9,42.89,39000,Diesel,Dealer,Automatic,0
Mercedes-Benz CLA 200 CDI Sport,2019,25.75,43.07,29836,Diesel,Dealer,Automatic,0
